# Terminologia de nutrientes por locale, verificada a mao (P7).
# Referencias: nomes INFOODS/EuroFIR publicados; estatuto curated.
tagname,label,status,evidence
F20D2,Acide gras 20:2 n-6,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D3N3,Acide gras 20:3 n-3,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D4N6,Acide gras 20:4 n-6 (arachidonique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D5N3,Acide gras 20:5 n-3 (EPA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D0,Acide gras 22:0 (béhénique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D1,Acide gras 22:1 (érucique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D5N3,Acide gras 22:5 n-3 (DPA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D6N3,Acide gras 22:6 n-3 (DHA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F24D0,Acide gras 24:0 (lignocérique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F24D1,Acide gras 24:1 c15 (nervonique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F26D0,Acide gras 26:0 (cérotique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F4D0,Acide gras 4:0 (butyrique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F6D0,Acide gras 6:0 (caproïque),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F8D0,Acide gras 8:0 (caprylique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FAMS,Acides gras monoinsaturés,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FAPU,Acides gras polyinsaturés,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FASAT,Acides gras saturés,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FAT,Matières grasses totales (lipides),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FATCE,Matières grasses totales (par différence),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FATRN,Acides gras trans,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FE,Fer,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBC,Cellulose brute,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBINS,Fibres alimentaires insolubles,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBS,Fibres alimentaires solubles,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBTG,Fibres alimentaires totales,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOL,Folates totaux,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOLAC,Acide folique (enrichissement),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOLDFE,Folates (équivalents folates alimentaires),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOLFD,Folates alimentaires (intrinsèques),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FRUS,Fructose,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GALS,Galactose,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLN,Glutamine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLU,Acide glutamique,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLUS,Glucose (dextrose),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLX,Glutamine + acide glutamique,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLY,Glycine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
HG,Mercure,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
HIS,Histidine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
HYP,Hydroxyproline,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ID,Iodure (iode),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ILE,Isoleucine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
K,Potassium,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LACS,Lactose,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LEU,Leucine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LUTN,Lutéine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LYCPN,Lycopène,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LYS,Lysine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MALS,Maltose,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MET,Méthionine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MG,Magnésium,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MN,Manganèse,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MO,Molybdène,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NA,Sodium,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NACL,Sel (chlorure de sodium),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NI,Nickel,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NIA,Niacine (acide nicotinique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NIAEQ,Équivalents niacine (tryptophane + niacine),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NIATRP,Tryptophane par 60 (équivalent niacine),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NITR,Nitrates,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NT,Azote total,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
OA,Acides organiques totaux,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
OLSAC,Oligosaccharides (totaux),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ORN,Ornithine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
OSMOL,Osmolalité,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
P,Phosphore,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PANTAC,Acide pantothénique (vitamine B5),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PB,Plomb,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PHE,Phénylalanine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PHYTAC,Phytates (acide phytique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
POLYL,Polyols totaux (alcools de sucre),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PRO,Proline,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PROCNT,Protéines,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
RETOL,Rétinol,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
RIBF,Riboflavine (vitamine B2),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SE,Sélénium,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SER,Sérine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
STARCH,Amidon,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
STEROL,Phytostérols totaux,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SUCS,Saccharose,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SUGAR,Sucres totaux (somme des sucres individuels),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TAURN,Taurine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THEBRN,Théobromine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THEOF,Théophylline,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THIA,Thiamine (vitamine B1),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THR,Thréonine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHA,Alpha-tocophérol,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHB,Bêta-tocophérol,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHD,Delta-tocophérol,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHG,Gamma-tocophérol,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCTRA,Tocophérols totaux,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TRP,Tryptophane,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TYR,Tyrosine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
V,Vanadium,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VAL,Valine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITA,Vitamine A (équivalents rétinol),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITA_RAE,Vitamine A (équivalents d'activité rétinol),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITB12,Vitamine B12 (cobalamine),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITB6A,Vitamine B6 (totale),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITB6C,Pyridoxine (vitamine B6),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITC,Vitamine C (acide ascorbique),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITD,Vitamine D (totale),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITE,Vitamine E (équivalents alpha-tocophérol),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITK,Vitamine K (totale),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITK1,Phylloquinone (vitamine K1),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITK2,Ménaquinone (vitamine K2),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
WATER,Eau,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ZEA,Zéaxanthine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ZN,Zinc,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
