# Terminologia de nutrientes por locale, verificada a mao (P7).
# Referencias: nomes INFOODS/EuroFIR publicados; estatuto curated.
tagname,label,status,evidence
CHOCDF,Carboidrati totali (per differenza con fibra alimentare),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CHOLE,Colesterolo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CHOLN,Colina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CITR,Citrullina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CL,Cloruro,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CR,Cromo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CRYPXB,Betacriptoxantina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CU,Rame,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
CYS,Cistina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ENERC_KCAL,Energia,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ENERC_KJ,Energia,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ERGCAL,Ergocalciferolo (vitamina D2),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F,Fluoruro,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F10D0,Acido grasso 10:0 (caprico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F12D0,Acido grasso 12:0 (laurico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F14D0,Acido grasso 14:0 (miristico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F14D1,Acido grasso 14:1 (miristoleico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F15D0,Acido grasso 15:0 (pentadecanoico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F16D0,Acido grasso 16:0 (palmitico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F16D1,Acido grasso 16:1 (palmitoleico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F17D0,Acido grasso 17:0 (margarico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D0,Acido grasso 18:0 (stearico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D1,Acido grasso 18:1 totale,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D1CN7,Acido grasso 18:1 c11 (vaccenico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D1CN9,Acido grasso 18:1 c9 (oleico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D2CL,Acido grasso 18:2 linoleico coniugato (CLA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D2CN6,"Acido grasso 18:2 c9,c12 (linoleico)",curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D2CNN6,Acido grasso 18:2 n-6 coniugato,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D3CN3,"Acido grasso 18:3 c9,c12,c15 (alfa-linolenico)",curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D3CN6,"Acido grasso 18:3 c6,c9,c12 (gamma-linolenico)",curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D3N3,Acido grasso 18:3 n-3 (alfa-linolenico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F18D4N3,Acido grasso 18:4 n-3 (stearidonico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D0,Acido grasso 20:0 (arachidico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D1,Acido grasso 20:1 (gadoleico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D2,Acido grasso 20:2 n-6,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D3N3,Acido grasso 20:3 n-3,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D4N6,Acido grasso 20:4 n-6 (arachidonico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F20D5N3,Acido grasso 20:5 n-3 (EPA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D0,Acido grasso 22:0 (beenico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D1,Acido grasso 22:1 (erucico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D5N3,Acido grasso 22:5 n-3 (DPA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F22D6N3,Acido grasso 22:6 n-3 (DHA),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F24D0,Acido grasso 24:0 (lignocerico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F24D1,Acido grasso 24:1 c15 (nervonico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F26D0,Acido grasso 26:0 (cerotico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F4D0,Acido grasso 4:0 (butirrico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F6D0,Acido grasso 6:0 (caproico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
F8D0,Acido grasso 8:0 (caprilico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FAMS,Acidi grassi monoinsaturi,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FAPU,Acidi grassi polinsaturi,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FASAT,Acidi grassi saturi,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FAT,Lipidi totali (grassi),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FATCE,Lipidi totali (per differenza),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FATRN,Acidi grassi trans,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FE,Ferro,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBC,Fibra grezza,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBINS,Fibra alimentare insolubile,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBS,Fibra alimentare solubile,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FIBTG,Fibra alimentare totale,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOL,Folati totali,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOLAC,Acido folico (fortificazione),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOLDFE,Folati (equivalenti di folato alimentare),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FOLFD,Folati alimentari (intrinseci),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
FRUS,Fruttosio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GALS,Galattosio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLN,Glutammina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLU,Acido glutammico,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLUS,Glucosio (destrosio),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLX,Glutammina + acido glutammico,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
GLY,Glicina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
HG,Mercurio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
HIS,Istidina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
HYP,Idrossiprolina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ID,Ioduro (iodio),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ILE,Isoleucina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
K,Potassio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LACS,Lattosio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LEU,Leucina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LUTN,Luteina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LYCPN,Licopene,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
LYS,Lisina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MALS,Maltosio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MET,Metionina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MG,Magnesio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MN,Manganese,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
MO,Molibdeno,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NA,Sodio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NACL,Sale (cloruro di sodio),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NI,Nichel,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NIA,Niacina (acido nicotinico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NIAEQ,Equivalenti di niacina (triptofano + niacina),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NIATRP,Triptofano per 60 (equivalente di niacina),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NITR,Nitrato,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
NT,Azoto totale,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
OA,Acidi organici totali,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
OLSAC,Oligosaccaridi (totali),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ORN,Ornitina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
OSMOL,Osmolalità,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
P,Fosforo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PANTAC,Acido pantotenico (vitamina B5),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PB,Piombo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PHE,Fenilalanina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PHYTAC,Fitato (acido fitico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
POLYL,Polioli totali (alcoli di zucchero),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PRO,Prolina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
PROCNT,Proteine,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
RETOL,Retinolo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
RIBF,Riboflavina (vitamina B2),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SE,Selenio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SER,Serina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
STARCH,Amido,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
STEROL,Fitosteroli totali,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SUCS,Saccarosio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
SUGAR,Zuccheri totali (somma degli zuccheri individuali),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TAURN,Taurina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THEBRN,Teobromina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THEOF,Teofillina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THIA,Tiamina (vitamina B1),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
THR,Treonina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHA,Alfa-tocoferolo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHB,Beta-tocoferolo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHD,Delta-tocoferolo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCPHG,Gamma-tocoferolo,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TOCTRA,Tocoferoli totali,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TRP,Triptofano,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
TYR,Tirosina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
V,Vanadio,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VAL,Valina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITA,Vitamina A (equivalenti di retinolo),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITA_RAE,Vitamina A (equivalenti di attività del retinolo),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITB12,Vitamina B12 (cobalamina),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITB6A,Vitamina B6 (totale),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITB6C,Piridossina (vitamina B6),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITC,Vitamina C (acido ascorbico),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITD,Vitamina D (totale),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITE,Vitamina E (equivalenti di alfa-tocoferolo),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITK,Vitamina K (totale),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITK1,Fillochinone (vitamina K1),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
VITK2,Menachinone (vitamina K2),curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
WATER,Acqua,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ZEA,Zeaxantina,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
ZN,Zinco,curated,"terminologia INFOODS/EuroFIR, verificada a mao 2026-08-18"
